company,tier,primary_source,valuation_b_latest,valuation_usd,funding_original_usd,funding_audited_usd,funding_audit_flag,industry_raw,industry_group,country,continent,city,founded_year,date_joined_unicorn,unicorn_year,era,years_to_unicorn,years_to_unicorn_flag,outcome,investors,investor_count,accelerator,in_yc,in_techstars,in_500global,valuation_asof,exit_date,exit_reason,exit_valuation_b,funding_total_usd,funding_rounds,first_funding_at,last_funding_at,status_asof,batch,batch_year,team_size,funding_stage,date_joined_parsed,is_unicorn_history,_ingested_at,_source_file,select_investor_count,is_unicorn
Yes Bank,soonicorn_proxy,Crunchbase Dec-2015 export (CC-BY),,,200000000.0,200000000.0,ok_or_missing,Banking,Fintech,India,Asia,Mumbai,2004.0,,,Unknown,,,operating,,,,False,False,False,,,,,200000000.0,1.0,2014-12-23,2014-12-23,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
Yext,soonicorn_proxy,Crunchbase Dec-2015 export (CC-BY),,,115750000.0,115750000.0,ok_or_missing,Advertising|Cloud Data Services|Local|Mobile|SaaS|Sales and Marketing|Software,Enterprise Software,United States,North America,New York,2006.0,,,Unknown,,,operating,,,,False,False,False,,,,,115750000.0,6.0,2006-11-01,2014-06-04,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
Ymatou,soonicorn_proxy,Crunchbase Dec-2015 export (CC-BY),,,110799000.0,110799000.0,ok_or_missing,E-Commerce,E-commerce & Consumer,Japan,Asia,China,,,,Unknown,,,operating,,,,False,False,False,,,,,110799000.0,3.0,2010-01-01,2015-01-27,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
Yidao Yongche,soonicorn_proxy,Crunchbase Dec-2015 export (CC-BY),,,790000000.0,790000000.0,ok_or_missing,E-Commerce,E-commerce & Consumer,China,Asia,Beijing,2010.0,,,Unknown,,,operating,,,,False,False,False,,,,,790000000.0,6.0,2010-05-01,2015-10-20,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
Yota Devices,soonicorn_proxy,Crunchbase Dec-2015 export (CC-BY),,,100000000.0,100000000.0,ok_or_missing,Hardware + Software,Enterprise Software,Russia,Europe,Moscow,2007.0,,,Unknown,,,operating,,,,False,False,False,,,,,100000000.0,1.0,2015-10-23,2015-10-23,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
Youxinpai,soonicorn_proxy,Crunchbase Dec-2015 export (CC-BY),,,460000000.0,460000000.0,ok_or_missing,Auctions|E-Commerce|Online Auctions|Service Providers,E-commerce & Consumer,China,Asia,Beijin,2011.0,,,Unknown,,,operating,,,,False,False,False,,,,,460000000.0,3.0,2013-04-01,2015-03-18,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
ZALORA Group,soonicorn_proxy,Crunchbase Dec-2015 export (CC-BY),,,212000000.0,212000000.0,ok_or_missing,E-Commerce|Fashion,E-commerce & Consumer,Singapore,Asia,Singapore,2012.0,,,Unknown,,,operating,,,,False,False,False,,,,,212000000.0,3.0,2012-09-25,2013-12-03,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
Zenefits,soonicorn_proxy,Crunchbase Dec-2015 export (CC-BY),,,583600000.0,583600000.0,ok_or_missing,Enterprise Software|Health and Insurance|Human Resources,Fintech,United States,North America,San Francisco,2013.0,,,Unknown,,,operating,,,,True,False,False,,,,,583600000.0,4.0,2013-07-26,2015-05-06,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
ZeniMax,soonicorn_proxy,Crunchbase Dec-2015 export (CC-BY),,,588174854.0,588174854.0,ok_or_missing,Games,Media & Entertainment,United States,North America,Rockville,1999.0,,,Unknown,,,operating,,,,False,False,False,,,,,588174854.0,9.0,2007-10-01,2015-06-12,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
Zennor Petroleum,soonicorn_proxy,Crunchbase Dec-2015 export (CC-BY),,,100000000.0,100000000.0,ok_or_missing,Enterprises|Minerals|Oil & Gas,Enterprise Software,United Kingdom,Europe,Guildford,2006.0,,,Unknown,,,operating,,,,False,False,False,,,,,100000000.0,1.0,2015-08-21,2015-08-21,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
ZestFinance,soonicorn_proxy,Crunchbase Dec-2015 export (CC-BY),,,282000000.0,282000000.0,ok_or_missing,Analytics|Big Data|Finance Technology|FinTech|Machine Learning,Fintech,United States,North America,Los Angeles,2009.0,,,Unknown,,,operating,,,,False,False,False,,,,,282000000.0,5.0,2011-07-21,2015-10-06,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
Zeta Interactive,soonicorn_proxy,Crunchbase Dec-2015 export (CC-BY),,,195000000.0,195000000.0,ok_or_missing,Advertising,Other / Unknown,United States,North America,New York,2007.0,,,Unknown,,,operating,,,,False,False,False,,,,,195000000.0,2.0,2012-06-27,2015-07-15,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
Zhaopin,soonicorn_proxy,Crunchbase Dec-2015 export (CC-BY),,,110000000.0,110000000.0,ok_or_missing,Curated Web|Internet,Other / Unknown,China,Asia,Beijing,1997.0,,,Unknown,,,operating,,,,False,False,False,,,,,110000000.0,1.0,2008-07-13,2008-07-13,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
ZhongAn,soonicorn_proxy,Crunchbase Dec-2015 export (CC-BY),,,931300000.0,931300000.0,ok_or_missing,Insurance,Fintech,,Unknown,,2013.0,,,Unknown,,,operating,,,,False,False,False,,,,,931300000.0,1.0,2015-06-12,2015-06-12,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
zipMoney Payments,soonicorn_proxy,Crunchbase Dec-2015 export (CC-BY),,,101000000.0,101000000.0,ok_or_missing,Financial Services,Fintech,Australia,Oceania,Sydney,2013.0,,,Unknown,,,operating,,,,False,False,False,,,,,101000000.0,2.0,2015-11-18,2015-11-18,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
ZPower,soonicorn_proxy,Crunchbase Dec-2015 export (CC-BY),,,133437465.0,133437465.0,ok_or_missing,Batteries|Clean Technology|Medical Devices,Health & Bio,United States,North America,Camarillo,1996.0,,,Unknown,,,operating,,,,False,False,False,,,,,133437465.0,8.0,2004-10-12,2014-05-28,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
Zscaler,soonicorn_proxy,Crunchbase Dec-2015 export (CC-BY),,,148000000.0,148000000.0,ok_or_missing,Cloud Computing|Cloud Security|Data Security|Email|Internet|Mobile|Security,AI & Data,United States,North America,San Jose,2008.0,,,Unknown,,,operating,,,,False,False,False,,,,,148000000.0,3.0,2012-08-30,2015-09-22,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
Zuora,soonicorn_proxy,Crunchbase Dec-2015 export (CC-BY),,,242500000.0,242500000.0,ok_or_missing,Billing|SaaS|Software,Enterprise Software,United States,North America,Foster City,2007.0,,,Unknown,,,operating,,,,False,False,False,,,,,242500000.0,6.0,2008-03-13,2015-03-11,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
FilmLoop,control_funded,Crunchbase Dec-2015 export (CC-BY),,,12600000.0,12600000.0,ok_or_missing,Software,Enterprise Software,United States,North America,Menlo Park,,,,Unknown,,,closed,,,,False,False,False,,,,,12600000.0,2.0,2005-02-01,2006-05-01,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
Styloosh,control_funded,Crunchbase Dec-2015 export (CC-BY),,,,,missing_funding,Jewelry,Other / Unknown,,Unknown,,,,,Unknown,,,operating,,,,False,False,False,,,,,,1.0,2014-05-20,2014-05-20,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
Stewdio,control_accelerator,"Y Combinator directory (yc-oss, current)",,,,,missing_funding,Consumer,Other / Unknown,,Unknown,New York City,,,,Unknown,,,operating,,,YC,True,False,False,,,,,,,,,2026-07,Fall 2024,2024.0,2.0,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
Provasculon,control_funded,Crunchbase Dec-2015 export (CC-BY),,,6000000.0,6000000.0,ok_or_missing,Health Care,Health & Bio,United States,North America,Cambridge,,,,Unknown,,,operating,,,,False,False,False,,,,,6000000.0,1.0,2008-03-24,2008-03-24,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
Esanex,control_funded,Crunchbase Dec-2015 export (CC-BY),,,15500000.0,15500000.0,ok_or_missing,Biotechnology,Health & Bio,United States,North America,Indianapolis,,,,Unknown,,,operating,,,,False,False,False,,,,,15500000.0,1.0,2012-06-13,2012-06-13,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
Davia,control_funded,Crunchbase Dec-2015 export (CC-BY),,,,,missing_funding,Mobile,Other / Unknown,,Unknown,,2011.0,,,Unknown,,,closed,,,,False,False,False,,,,,,1.0,2010-11-01,2010-11-01,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
Navionics,control_funded,Crunchbase Dec-2015 export (CC-BY),,,500000.0,500000.0,ok_or_missing,Public Transportation,Transport & Logistics,Italy,Europe,Massarosa,,,,Unknown,,,operating,,,,False,False,False,,,,,500000.0,1.0,2014-05-20,2014-05-20,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
Moxiu.com,control_funded,Crunchbase Dec-2015 export (CC-BY),,,4118616.0,4118616.0,ok_or_missing,Mobile,Other / Unknown,China,Asia,Beijing,,,,Unknown,,,operating,,,,False,False,False,,,,,4118616.0,1.0,2014-02-01,2014-02-01,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
shopkick,control_funded,Crunchbase Dec-2015 export (CC-BY),,,26700000.0,26700000.0,ok_or_missing,Mobile|Retail|Social Media,AI & Data,United States,North America,Redwood City,2009.0,,,Unknown,,,acquired,,,,False,False,False,,,,,26700000.0,4.0,2009-07-14,2014-02-21,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
Global Crossing,control_funded,Crunchbase Dec-2015 export (CC-BY),,,41000000.0,41000000.0,ok_or_missing,Public Relations|Telecommunications,Other / Unknown,United States,North America,Florham Park,1997.0,,,Unknown,,,acquired,,,,False,False,False,,,,,41000000.0,1.0,1997-03-01,1997-03-01,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
Lone Mountain Electric,control_funded,Crunchbase Dec-2015 export (CC-BY),,,,,missing_funding,Consulting|Local Businesses,Other / Unknown,United States,North America,Tempe,2010.0,,,Unknown,,,operating,,,,False,False,False,,,,,,1.0,2012-03-21,2012-03-21,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
Hey!,control_funded,Crunchbase Dec-2015 export (CC-BY),,,200000.0,200000.0,ok_or_missing,Apps,Other / Unknown,,Unknown,,,,,Unknown,,,closed,,,,False,False,False,,,,,200000.0,1.0,2015-04-28,2015-04-28,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
BioCision,control_funded,Crunchbase Dec-2015 export (CC-BY),,,8347600.0,8347600.0,ok_or_missing,Biotechnology,Health & Bio,United States,North America,Larkspur,,,,Unknown,,,operating,,,,False,False,False,,,,,8347600.0,2.0,2012-12-04,2014-03-12,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
Dot Medical,control_funded,Crunchbase Dec-2015 export (CC-BY),,,861815.0,861815.0,ok_or_missing,Health Care,Health & Bio,United Kingdom,Europe,Macclesfield,1997.0,,,Unknown,,,operating,,,,False,False,False,,,,,861815.0,1.0,2012-07-31,2012-07-31,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
WAVE (Wireless Advanced Vehicle Electrification),control_funded,Crunchbase Dec-2015 export (CC-BY),,,9014993.0,9014993.0,ok_or_missing,Manufacturing,Hardware & Industrials,United States,North America,Park City,2010.0,,,Unknown,,,operating,,,,False,False,False,,,,,9014993.0,4.0,2013-10-10,2015-04-24,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
Trusted Hands Network,control_funded,Crunchbase Dec-2015 export (CC-BY),,,930000.0,930000.0,ok_or_missing,Consumers,Other / Unknown,United States,North America,Hacienda Heights,2010.0,,,Unknown,,,operating,,,,False,False,False,,,,,930000.0,1.0,2013-02-19,2013-02-19,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
Savored,control_funded,Crunchbase Dec-2015 export (CC-BY),,,3750000.0,3750000.0,ok_or_missing,Hospitality,Travel & Hospitality,United States,North America,New York,2010.0,,,Unknown,,,acquired,,,,False,False,False,,,,,3750000.0,2.0,2010-01-01,2011-01-10,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
Hublished,control_funded,Crunchbase Dec-2015 export (CC-BY),,,150000.0,150000.0,ok_or_missing,Internet Marketing|Software,Enterprise Software,United States,North America,New York,2012.0,,,Unknown,,,operating,,,,False,False,False,,,,,150000.0,2.0,2013-06-12,2013-07-25,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
Fonality,control_funded,Crunchbase Dec-2015 export (CC-BY),,,46020414.0,46020414.0,ok_or_missing,Enterprise Software,Enterprise Software,United States,North America,Los Angeles,2004.0,,,Unknown,,,operating,,,,False,False,False,,,,,46020414.0,7.0,2005-06-01,2014-10-28,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
HandMinder,control_funded,Crunchbase Dec-2015 export (CC-BY),,,50000.0,50000.0,ok_or_missing,Health Care|Medical|Medical Devices,Health & Bio,United States,North America,Memphis,2012.0,,,Unknown,,,operating,,,,False,False,False,,,,,50000.0,1.0,2012-06-01,2012-06-01,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
Puget Sound Energy,control_funded,Crunchbase Dec-2015 export (CC-BY),,,3800000.0,3800000.0,ok_or_missing,Utilities,Other / Unknown,United States,North America,Bellevue,,,,Unknown,,,operating,,,,False,False,False,,,,,3800000.0,1.0,2014-07-08,2014-07-08,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
Boost Media,control_funded,Crunchbase Dec-2015 export (CC-BY),,,31990000.0,31990000.0,ok_or_missing,Advertising|Crowdsourcing|Optimization|Semantic Search,Other / Unknown,United States,North America,San Francisco,2009.0,,,Unknown,,,operating,,,,False,False,False,,,,,31990000.0,6.0,2011-03-14,2014-11-18,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
BankBazaar.com,control_funded,Crunchbase Dec-2015 export (CC-BY),,,79000000.0,79000000.0,ok_or_missing,Credit Cards|Curated Web|Finance|Insurance|Real Estate Investors,Fintech,India,Asia,Chennai,2008.0,,,Unknown,,,operating,,,,False,False,False,,,,,79000000.0,3.0,2011-03-18,2015-07-02,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
Red Stag Farms,control_funded,Crunchbase Dec-2015 export (CC-BY),,,763641.0,763641.0,ok_or_missing,Real Estate,Real Estate & Construction,United States,North America,Barney,2014.0,,,Unknown,,,operating,,,,False,False,False,,,,,763641.0,1.0,2014-07-19,2014-07-19,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
Graymark Healthcare,control_funded,Crunchbase Dec-2015 export (CC-BY),,,16861769.0,16861769.0,ok_or_missing,Health and Wellness,Health & Bio,United States,North America,Oklahoma City,,,,Unknown,,,operating,,,,False,False,False,,,,,16861769.0,3.0,2009-10-09,2010-01-12,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
OfficeDrop,control_funded,Crunchbase Dec-2015 export (CC-BY),,,1000000.0,1000000.0,ok_or_missing,Document Management|Enterprise Software,Enterprise Software,United States,North America,Cambridge,2007.0,,,Unknown,,,closed,,,,False,False,False,,,,,1000000.0,1.0,2011-04-01,2011-04-01,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
Xenon Arc,control_funded,Crunchbase Dec-2015 export (CC-BY),,,27509998.0,27509998.0,ok_or_missing,B2B|Information Services|Software,Enterprise Software,United States,North America,Bellevue,2010.0,,,Unknown,,,operating,,,,False,False,False,,,,,27509998.0,2.0,2010-12-20,2012-06-07,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
Absolute Commerce,control_funded,Crunchbase Dec-2015 export (CC-BY),,,200000.0,200000.0,ok_or_missing,Software,Enterprise Software,United States,North America,Providence,2012.0,,,Unknown,,,operating,,,,False,False,False,,,,,200000.0,1.0,2014-05-09,2014-05-09,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
Cloud & Heat Technologies GmbH,control_funded,Crunchbase Dec-2015 export (CC-BY),,,6346880.0,6346880.0,ok_or_missing,Clean Technology|Cloud Infrastructure,Enterprise Software,Germany,Europe,Dresden,2011.0,,,Unknown,,,operating,,,,False,False,False,,,,,6346880.0,3.0,2013-05-01,2015-01-01,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
E-Box - Blogo.it,control_funded,Crunchbase Dec-2015 export (CC-BY),,,3474608.0,3474608.0,ok_or_missing,Curated Web,Other / Unknown,Italy,Europe,Milan,2004.0,,,Unknown,,,acquired,,,,False,False,False,,,,,3474608.0,2.0,2007-02-24,2008-07-02,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
JABU,control_accelerator,"Y Combinator directory (yc-oss, current)",,,,,missing_funding,Fintech,Fintech,,Unknown,Cape Town,,,,Unknown,,,operating,,,YC,True,False,False,,,,,,,,,2026-07,Summer 2021,2021.0,40.0,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
Trendzo,control_funded,Crunchbase Dec-2015 export (CC-BY),,,270862.0,270862.0,ok_or_missing,Design|Designers|Fashion|Marketplaces|Retail,AI & Data,Spain,Europe,Barcelona,2012.0,,,Unknown,,,operating,,,,False,False,False,,,,,270862.0,1.0,2014-06-12,2014-06-12,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
eVoter,control_funded,Crunchbase Dec-2015 export (CC-BY),,,599997.0,599997.0,ok_or_missing,Curated Web|Politics,Other / Unknown,United States,North America,Hollywood,2009.0,,,Unknown,,,closed,,,,False,False,False,,,,,599997.0,2.0,2009-09-01,2011-12-30,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
W. W. Norton & Company,control_funded,Crunchbase Dec-2015 export (CC-BY),,,1552366.0,1552366.0,ok_or_missing,Publishing,Other / Unknown,United States,North America,New York,1923.0,,,Unknown,,,operating,,,,False,False,False,,,,,1552366.0,2.0,2010-09-27,2011-10-25,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
Tucoola,control_funded,Crunchbase Dec-2015 export (CC-BY),,,350000.0,350000.0,ok_or_missing,Content|EdTech|Education|Games|Kids|Parenting|Skill Assessment,Media & Entertainment,United States,North America,San Jose,2008.0,,,Unknown,,,operating,,,,False,False,False,,,,,350000.0,1.0,2009-07-01,2009-07-01,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
AgileZen,control_funded,Crunchbase Dec-2015 export (CC-BY),,,25000.0,25000.0,ok_or_missing,Enterprise Software|Health and Wellness|Internet|Project Management|Software,Health & Bio,United States,North America,Boulder,2009.0,,,Unknown,,,acquired,,,,False,False,False,,,,,25000.0,1.0,2009-09-16,2009-09-16,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
Netra Inc,control_funded,Crunchbase Dec-2015 export (CC-BY),,,618000.0,618000.0,ok_or_missing,Analytics|Artificial Intelligence|Computer Vision|Image Recognition|Machine Learning,AI & Data,,Unknown,,2013.0,,,Unknown,,,operating,,,,False,True,False,,,,,618000.0,3.0,2014-07-01,2015-08-03,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
Segway,control_funded,Crunchbase Dec-2015 export (CC-BY),,,161040000.0,161040000.0,ok_or_missing,Clean Technology,Energy & Climate,United States,North America,Bedford,2001.0,,,Unknown,,,acquired,,,,False,False,False,,,,,161040000.0,3.0,2007-01-01,2009-04-16,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
METRIXWARE,control_funded,Crunchbase Dec-2015 export (CC-BY),,,3646260.0,3646260.0,ok_or_missing,Software,Enterprise Software,France,Europe,,,,,Unknown,,,operating,,,,False,False,False,,,,,3646260.0,2.0,2008-10-31,2010-03-01,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
Audion Therapeutics,control_funded,Crunchbase Dec-2015 export (CC-BY),,,9273777.0,9273777.0,ok_or_missing,Biotechnology,Health & Bio,Netherlands,Europe,Amsterdam,2008.0,,,Unknown,,,operating,,,,False,False,False,,,,,9273777.0,1.0,2015-09-08,2015-09-08,2015-12,,,,,,0,2026-07-22T01:41:41.178980+00:00,vc_scout_audited_startup_master_final.csv,0,0
